  HR|  constell|RAh|RAm| RAs|DE-|DEd|DEm|DEs| Vmag|  Sp|       vernacular|
1617| 65Psi Eri| 05| 01|26.3|  -| 07| 10| 26| 4.81|  B3|                 |
1620|102Iot Tau| 05| 03|05.7|  +| 21| 35| 24| 4.64|  A7|                 |
1621|          | 05| 01|25.6|  -| 20| 03| 07| 4.91|  B9|                 |
1637|  9    Aur| 05| 06|40.6|  +| 51| 35| 52| 5.00|  F0|                 |
1638| 11    Ori| 05| 04|34.1|  +| 15| 24| 15| 4.68|  A0|                 |
1641| 10Eta Aur| 05| 06|30.9|  +| 41| 14| 04| 3.17|  B3|           Haedus|
1652|   Gam1Cae| 05| 04|24.4|  -| 35| 29| 00| 4.55|  K3|                 |
1654|  2Eps Lep| 05| 05|27.7|  -| 22| 22| 16| 3.19|  K5|                 |
1656|104    Tau| 05| 07|27.0|  +| 18| 38| 42| 5.00|  G4|                 |
1666| 67Bet Eri| 05| 07|51.0|  -| 05| 05| 11| 2.79|  A3|            Cursa|
1674|   Zet Dor| 05| 05|30.6|  -| 57| 28| 22| 4.72|  F7|                 |
1676| 15    Ori| 05| 09|42.0|  +| 15| 35| 50| 4.82|  F2|                 |
1679| 69Lam Eri| 05| 09|08.8|  -| 08| 45| 15| 4.27|  B2|                 |
1689| 11Mu  Aur| 05| 13|25.7|  +| 38| 29| 04| 4.86|  A4|                 |
1696|  3Iot Lep| 05| 12|17.9|  -| 11| 52| 09| 4.45|  B8|                 |
1698| 17Rho Ori| 05| 13|17.5|  +| 02| 51| 40| 4.46|  K0|                 |
1702|  5Mu  Lep| 05| 12|55.9|  -| 16| 12| 20| 3.31|  B9|                 |
1705|  4Kap Lep| 05| 13|13.9|  -| 12| 56| 29| 4.36|  B9|                 |
1708| 13Alp Aur| 05| 16|41.4|  +| 45| 59| 53| 0.08|  G5|          Capella|
1713| 19Bet Ori| 05| 14|32.3|  -| 08| 12| 06| 0.12|  B8|            Rigel|
1726| 16    Aur| 05| 18|10.7|  +| 33| 22| 18| 4.54|  K2|                 |
1729| 15Lam Aur| 05| 19|08.5|  +| 40| 05| 57| 4.71|  G1|                 |
1735| 20Tau Ori| 05| 17|36.4|  -| 06| 50| 40| 3.60|  B5|                 |
1739|109    Tau| 05| 19|16.6|  +| 22| 05| 47| 4.94|  G8|                 |
1743|   Omi Col| 05| 17|29.1|  -| 34| 53| 43| 4.83|  K0|                 |
1744|   The Dor| 05| 13|45.4|  -| 67| 11| 07| 4.83|  K2|                 |
1756|  6Lam Lep| 05| 19|34.5|  -| 13| 10| 36| 4.29|  B0|                 |
1762|          | 05| 20|26.9|  -| 21| 14| 22| 4.71|  A0|                 |
1765| 22    Ori| 05| 21|45.7|  -| 00| 22| 57| 4.73|  B2|                 |
1770| 23    Ori| 05| 22|50.0|  +| 03| 32| 40| 5.00|  B1|                 |
1773| 21Sig Aur| 05| 24|39.2|  +| 37| 23| 08| 4.99|  K4|                 |
1780|111    Tau| 05| 24|25.4|  +| 17| 23| 00| 4.99|  F8|                 |
1784| 29    Ori| 05| 23|56.8|  -| 07| 48| 29| 4.14|  G8|                 |
1788| 28Eta Ori| 05| 24|28.6|  -| 02| 23| 49| 3.36|  B1|                 |
1789| 25Psi1Ori| 05| 24|44.8|  +| 01| 50| 47| 4.95|  B1|                 |
1790| 24Gam Ori| 05| 25|07.9|  +| 06| 20| 59| 1.64|  B2|        Bellatrix|
1791|112Bet Tau| 05| 26|17.5|  +| 28| 36| 27| 1.65|  B7|           Elnath|
1810|114    Tau| 05| 27|38.1|  +| 21| 56| 13| 4.88|  B2|                 |
1811| 30Psi2Ori| 05| 26|50.2|  +| 03| 05| 44| 4.59|  B2|                 |
1829|  9Bet Lep| 05| 28|14.7|  -| 20| 45| 34| 2.84|  G5|            Nihal|
1834| 31    Ori| 05| 29|44.0|  -| 01| 05| 32| 4.71|  K5|                 |
1839| 32    Ori| 05| 30|47.1|  +| 05| 56| 53| 4.20|  B5|                 |
1843| 25Chi Aur| 05| 32|43.7|  +| 32| 11| 31| 4.76|  B5|                 |
1845|119    Tau| 05| 32|12.8|  +| 18| 35| 40| 4.38|  M2|                 |
1852| 34Del Ori| 05| 32|00.4|  -| 00| 17| 57| 2.23|  O9|          Mintaka|
1855| 36Ups Ori| 05| 31|55.8|  -| 07| 18| 05| 4.62|  B0|                 |
1862|   Eps Col| 05| 31|12.7|  -| 35| 28| 14| 3.87|  K1|                 |
1865| 11Alp Lep| 05| 32|43.8|  -| 17| 49| 20| 2.58|  F0|            Arneb|
1876| 37Phi1Ori| 05| 34|49.2|  +| 09| 29| 22| 4.41|  B0|                 |
1879| 39Lam Ori| 05| 35|08.3|  +| 09| 56| 03| 3.54|  O8|           Meissa|
1887|          | 05| 35|02.7|  -| 06| 00| 07| 4.78|  B0|                 |
1892| 42    Ori| 05| 35|23.2|  -| 04| 50| 18| 4.59|  B1|                 |
1899| 44Iot Ori| 05| 35|26.0|  -| 05| 54| 36| 2.77|  O9|           Hatysa|
1903| 46Eps Ori| 05| 36|12.8|  -| 01| 12| 07| 1.70|  B0|          Alnilam|
1907| 40Phi2Ori| 05| 36|54.3|  +| 09| 17| 26| 4.09|  K0|                 |
1910|123Zet Tau| 05| 37|38.7|  +| 21| 08| 33| 3.00|  B4|         Tianguan|
1922|   Bet Dor| 05| 33|37.5|  -| 62| 29| 23| 3.76|  F6|                 |
1931| 48Sig Ori| 05| 38|44.8|  -| 02| 36| 00| 3.81|  O9|                 |
1934| 47Ome Ori| 05| 39|11.1|  +| 04| 07| 17| 4.57|  B3|                 |
1937| 49    Ori| 05| 38|53.1|  -| 07| 12| 47| 4.80|  A4|                 |
1946|126    Tau| 05| 41|17.7|  +| 16| 32| 02| 4.86|  B3|                 |
1948| 50Zet Ori| 05| 40|45.5|  -| 01| 56| 34| 2.05|  O9|          Alnitak|
1949| 50Zet Ori| 05| 40|45.6|  -| 01| 56| 34| 4.21|  B0|                 |
1952|          | 05| 40|50.6|  -| 01| 07| 44| 4.95|  B2|                 |
1956|   Alp Col| 05| 39|38.9|  -| 34| 04| 27| 2.64|  B7|            Phact|
1963| 51    Ori| 05| 42|28.6|  +| 01| 28| 29| 4.91|  K1|                 |
1983| 13Gam Lep| 05| 44|27.8|  -| 22| 26| 54| 3.60|  F6|                 |
1995| 29Tau Aur| 05| 49|10.5|  +| 39| 10| 52| 4.52|  G8|                 |
1998| 14Zet Lep| 05| 46|57.3|  -| 14| 49| 19| 3.55|  A3|                 |
2002|132    Tau| 05| 49|01.0|  +| 24| 34| 03| 4.86|  G8|                 |
2004| 53Kap Ori| 05| 47|45.4|  -| 09| 40| 11| 2.06|  B0|            Saiph|
2010|134    Tau| 05| 49|32.9|  +| 12| 39| 04| 4.91|  B9|                 |
2011| 31Ups Aur| 05| 51|02.4|  +| 37| 18| 20| 4.74|  M0|                 |
2012| 32Nu  Aur| 05| 51|29.4|  +| 39| 08| 55| 3.97|  G9|                 |
2015|   Del Dor| 05| 44|46.4|  -| 65| 44| 08| 4.35|  A7|                 |
2020|   Bet Pic| 05| 47|17.1|  -| 51| 03| 59| 3.85|  A5|                 |
2029| 30Xi  Aur| 05| 54|50.8|  +| 55| 42| 25| 4.99|  A2|                 |
2034|136    Tau| 05| 53|19.6|  +| 27| 36| 44| 4.58|  A0|                 |
2035| 15Del Lep| 05| 51|19.3|  -| 20| 52| 45| 3.81|  K0|                 |
2037| 56    Ori| 05| 52|26.4|  +| 01| 51| 18| 4.78|  K1|                 |
2040|   Bet Col| 05| 50|57.6|  -| 35| 46| 06| 3.12|  K2|             Wazn|
2042|   Gam Pic| 05| 49|49.7|  -| 56| 10| 00| 4.51|  K1|                 |
2047| 54Chi1Ori| 05| 54|22.9|  +| 20| 16| 34| 4.41|  G0|                 |
2056|   Lam Col| 05| 53|06.9|  -| 33| 48| 05| 4.87|  B5|                 |
2061| 58Alp Ori| 05| 55|10.3|  +| 07| 24| 25| 0.50|  M1|       Betelgeuse|
2077| 33Del Aur| 05| 59|31.6|  +| 54| 17| 05| 3.72|  K0|                 |
2084|139    Tau| 05| 57|59.7|  +| 25| 57| 14| 4.82|  B0|                 |
2085| 16Eta Lep| 05| 56|24.3|  -| 14| 10| 04| 3.71|  F1|                 |
2087|   Xi  Col| 05| 55|29.9|  -| 37| 07| 15| 4.97|  K1|                 |
2088| 34Bet Aur| 05| 59|31.7|  +| 44| 56| 51| 1.90|  A2|       Menkalinan|
2091| 35Pi  Aur| 05| 59|56.1|  +| 45| 56| 13| 4.26|  M3|                 |
2095| 37The Aur| 05| 59|43.3|  +| 37| 12| 45| 2.62|  A0|          Mahasim|
2102|          | 05| 54|06.1|  -| 63| 05| 24| 4.65|  K1|                 |
2106|   Gam Col| 05| 57|32.2|  -| 35| 17| 00| 4.36|  B2|                 |
2113|          | 06| 00|03.4|  -| 03| 04| 27| 4.53|  K1|                 |
2120|   Eta Col| 05| 59|08.8|  -| 42| 48| 55| 3.96|  K0|                 |
2124| 61Mu  Ori| 06| 02|23.0|  +| 09| 38| 51| 4.12|  A2|                 |
2128|  3    Mon| 06| 01|50.4|  -| 10| 35| 53| 4.95|  B5|                 |
2134|  1    Gem| 06| 04|07.2|  +| 23| 15| 48| 4.16|  G7|                 |
2135| 62Chi2Ori| 06| 03|55.2|  +| 20| 08| 18| 4.63|  B2|                 |
2148| 17    Lep| 06| 04|59.1|  -| 16| 29| 04| 4.93|  A2|                 |
2155| 18The Lep| 06| 06|09.3|  -| 14| 56| 07| 4.67|  A1|                 |
2159| 67Nu  Ori| 06| 07|34.3|  +| 14| 46| 06| 4.42|  B3|                 |
2198| 69    Ori| 06| 12|03.3|  +| 16| 07| 50| 4.95|  B5|                 |
2199| 70Xi  Ori| 06| 11|56.4|  +| 14| 12| 32| 4.48|  B3|                 |
2209|          | 06| 18|50.8|  +| 69| 19| 11| 4.80|  A0|                 |
2212|   Del Pic| 06| 10|17.9|  -| 54| 58| 07| 4.81|  B3|                 |
2215|  1    Lyn| 06| 17|54.8|  +| 61| 30| 55| 4.98|  M3|                 |
2216|  7Eta Gem| 06| 14|52.6|  +| 22| 30| 24| 3.28|  M3|           Propus|
2219| 44Kap Aur| 06| 15|22.7|  +| 29| 29| 53| 4.35|  G8|                 |
2227|  5Gam Mon| 06| 14|51.3|  -| 06| 16| 29| 3.98|  K1|                 |
2238|  2    Lyn| 06| 19|37.4|  +| 59| 00| 39| 4.48|  A2|                 |
2256|   Kap Col| 06| 16|33.1|  -| 35| 08| 26| 4.37|  K0|                 |
2275|          | 06| 19|59.6|  -| 02| 56| 40| 4.90|  M1|                 |
2282|  1Zet CMa| 06| 20|18.8|  -| 30| 03| 48| 3.02|  B2|            Furud|
2286| 13Mu  Gem| 06| 22|57.6|  +| 22| 30| 49| 2.88|  M3|            Tejat|
2289| 46Psi1Aur| 06| 24|53.9|  +| 49| 17| 17| 4.91|  K5|                 |
2294|  2Bet CMa| 06| 22|42.0|  -| 17| 57| 21| 1.98|  B1|           Mirzam|
2296|   Del Col| 06| 22|06.8|  -| 33| 26| 11| 3.85|  G7|                 |
2298|  8Eps Mon| 06| 23|46.1|  +| 04| 35| 34| 4.44|  A5|                 |
2326|   Alp Car| 06| 23|57.1|  -| 52| 41| 45|-0.72|  F0|          Canopus|
2343| 18Nu  Gem| 06| 28|57.8|  +| 20| 12| 44| 4.15|  B6|                 |
2356| 11Bet Mon| 06| 28|49.0|  -| 07| 01| 58| 4.60|  B3|                 |
2361|   Lam CMa| 06| 28|10.1|  -| 32| 34| 48| 4.48|  B4|                 |
2385| 13    Mon| 06| 32|54.2|  +| 07| 19| 59| 4.50|  A0|                 |
2387|  4Xi 1CMa| 06| 31|51.3|  -| 23| 25| 06| 4.33|  B0|                 |
2414|  5Xi 2CMa| 06| 35|03.4|  -| 22| 57| 53| 4.54|  A0|                 |
2421| 24Gam Gem| 06| 37|42.7|  +| 16| 23| 57| 1.93|  A0|           Alhena|
2427| 50Psi2Aur| 06| 39|19.9|  +| 42| 29| 20| 4.79|  K3|                 |
2429|  7Nu 2CMa| 06| 36|41.0|  -| 19| 15| 21| 3.95|  K1|                 |
2435|          | 06| 34|58.6|  -| 52| 58| 32| 4.39|  A0|                 |
2443|  8Nu 3CMa| 06| 37|53.4|  -| 18| 14| 15| 4.43|  K1|                 |
2450|          | 06| 39|16.7|  -| 14| 08| 45| 4.82|  K2|                 |
2451|   Nu  Pup| 06| 37|45.7|  -| 43| 11| 46| 3.17|  B8|                 |
2456| 15    Mon| 06| 40|58.7|  +| 09| 53| 44| 4.66|  O7|                 |
2462|          | 06| 38|37.6|  -| 48| 13| 13| 4.93|  G8|                 |
2470| 12    Lyn| 06| 46|14.1|  +| 59| 26| 30| 4.87|  A3|                 |
2473| 27Eps Gem| 06| 43|55.9|  +| 25| 07| 52| 2.98|  G8|          Mebsuta|
2478| 30    Gem| 06| 43|59.3|  +| 13| 13| 40| 4.49|  K0|                 |
2484| 31Xi  Gem| 06| 45|17.4|  +| 12| 53| 44| 3.36|  F5|           Alzirr|
2491|  9Alp CMa| 06| 45|08.9|  -| 16| 42| 58|-1.46|  A1|           Sirius|
2503| 17    Mon| 06| 47|19.8|  +| 08| 02| 14| 4.77|  K4|                 |
2506| 18    Mon| 06| 47|51.6|  +| 02| 24| 44| 4.47|  K0|                 |
2527|          | 07| 00|04.0|  +| 76| 58| 39| 4.55|  K4|                 |
2538| 13Kap CMa| 06| 49|50.5|  -| 32| 30| 31| 3.96|  B1|                 |
2540| 34The Gem| 06| 52|47.3|  +| 33| 57| 40| 3.60|  A3|                 |
2549|          | 06| 50|52.4|  -| 34| 22| 02| 4.99|  K5|                 |
2550|   Alp Pic| 06| 48|11.4|  -| 61| 56| 29| 3.27|  A7|                 |
2553|   Tau Pup| 06| 49|56.2|  -| 50| 36| 53| 2.93|  K1|                 |
2554|          | 06| 49|51.3|  -| 53| 37| 20| 4.40|  G6|                 |
2560| 15    Lyn| 06| 57|16.5|  +| 58| 25| 21| 4.35|  G5|                 |
2564| 38    Gem| 06| 54|38.7|  +| 13| 10| 40| 4.65|  F0|                 |
2571| 15    CMa| 06| 53|32.9|  -| 20| 13| 27| 4.83|  B1|                 |
2574| 14The CMa| 06| 54|11.4|  -| 12| 02| 19| 4.07|  K4|                 |
2580| 16Omi1CMa| 06| 54|07.9|  -| 24| 11| 02| 3.87|  K2|                 |
2585| 16    Lyn| 06| 57|37.1|  +| 45| 05| 39| 4.90|  A2|                 |
2590| 19Pi  CMa| 06| 55|37.4|  -| 20| 08| 11| 4.68| gF2|                 |
2593| 18Mu  CMa| 06| 56|06.6|  -| 14| 02| 37| 5.00|  G5|                 |
2596| 20Iot CMa| 06| 56|08.2|  -| 17| 03| 15| 4.37|  B3|                 |
2608|          | 06| 56|16.0|  -| 48| 43| 16| 4.95|  M1|                 |
2618| 21Eps CMa| 06| 58|37.5|  -| 28| 58| 20| 1.50|  B2|           Adhara|
2646| 22Sig CMa| 07| 01|43.1|  -| 27| 56| 05| 3.47|  K7|       Unurgunite|
2648| 19    Mon| 07| 02|54.8|  -| 04| 14| 21| 4.99|  B1|                 |
2650| 43Zet Gem| 07| 04|06.5|  +| 20| 34| 13| 3.79|  F7|          Mekbuda|
2653| 24Omi2CMa| 07| 03|01.5|  -| 23| 50| 00| 3.02|  B3|                 |
2657| 23Gam CMa| 07| 03|45.5|  -| 15| 38| 00| 4.12|  B8|        Muliphein|
2672|          | 07| 03|53.7|  -| 49| 35| 02| 4.93|  A4|                 |
2693| 25Del CMa| 07| 08|23.5|  -| 26| 23| 36| 1.84|  F8|            Wezen|
2696| 63    Aur| 07| 11|39.3|  +| 39| 19| 14| 4.90|  K4|                 |
2697| 46Tau Gem| 07| 11|08.4|  +| 30| 14| 43| 4.41|  K2|                 |
2701| 20    Mon| 07| 10|13.7|  -| 04| 14| 14| 4.92|  K0|                 |
2702|          | 07| 08|51.1|  -| 39| 39| 21| 4.83|  B2|                 |
2714| 22Del Mon| 07| 11|51.9|  -| 00| 29| 34| 4.15|  A2|                 |
2717| 51    Gem| 07| 13|22.3|  +| 16| 09| 32| 5.00|  M4|                 |
2736|   Gam2Vol| 07| 08|44.9|  -| 70| 29| 56| 3.78|  K0|                 |
2740|          | 07| 12|33.6|  -| 46| 45| 34| 4.49|  F0|                 |
2742|          | 07| 31|04.4|  +| 82| 24| 41| 4.96|  M4|                 |
2745| 27    CMa| 07| 14|15.2|  -| 26| 21| 09| 4.66|  B3|                 |
2746|          | 07| 13|13.4|  -| 45| 10| 59| 4.89|  A0|                 |
2749| 28Ome CMa| 07| 14|48.7|  -| 26| 46| 22| 3.85|  B2|                 |
2762|          | 07| 14|38.2|  -| 48| 16| 18| 4.76|  B8|                 |
2763| 54Lam Gem| 07| 18|05.6|  +| 16| 32| 25| 3.58|  A3|                 |
2764|          | 07| 16|36.8|  -| 23| 18| 56| 4.79|  K3|                 |
2766|          | 07| 16|35.0|  -| 27| 52| 52| 4.64|  M3|                 |
2773|   Pi  Pup| 07| 17|08.6|  -| 37| 05| 51| 2.70|  K3|                 |
2777| 55Del Gem| 07| 20|07.4|  +| 21| 58| 56| 3.53|  F2|            Wasat|
2781| 29    CMa| 07| 18|40.3|  -| 24| 33| 32| 4.98|  O7|                 |
2782| 30Tau CMa| 07| 18|42.4|  -| 24| 57| 15| 4.40|  O9|                 |
2787|          | 07| 18|18.4|  -| 36| 44| 03| 4.66|  B2|                 |
2803|   Del Vol| 07| 16|49.8|  -| 67| 57| 26| 3.98|  F6|                 |
2812|          | 07| 22|13.5|  -| 19| 01| 00| 4.96|  B7|                 |
2818| 21    Lyn| 07| 26|42.8|  +| 49| 12| 41| 4.64|  A1|                 |
2821| 60Iot Gem| 07| 25|43.6|  +| 27| 47| 53| 3.79|  G9|                 |
2827| 31Eta CMa| 07| 24|05.7|  -| 29| 18| 11| 2.45|  B5|           Aludra|
2828|  2Eps CMi| 07| 25|38.9|  +| 09| 16| 34| 4.99|  G6|                 |
2845|  3Bet CMi| 07| 27|09.0|  +| 08| 17| 22| 2.90|  B8|          Gomeisa|
2852| 62Rho Gem| 07| 29|06.7|  +| 31| 47| 04| 4.18|  F0|                 |
2854|  4Gam CMi| 07| 28|09.8|  +| 08| 55| 32| 4.32|  K3|                 |
2864|  6    CMi| 07| 29|47.8|  +| 12| 00| 24| 4.54|  K1|                 |
2874|          | 07| 29|51.4|  -| 23| 01| 28| 4.85|  A5|                 |
2878|   Sig Pup| 07| 29|13.8|  -| 43| 18| 05| 3.25|  K5|                 |
2881|          | 07| 30|42.5|  -| 30| 57| 44| 4.65|  G3|                 |
2890| 66Alp Gem| 07| 34|36.0|  +| 31| 53| 19| 2.88|  A2|                 |
2891| 66Alp Gem| 07| 34|36.0|  +| 31| 53| 18| 1.98|  A1|           Castor|
2902|          | 07| 33|47.9|  -| 14| 31| 26| 4.97|  M2|                 |
2905| 69Ups Gem| 07| 35|55.3|  +| 26| 53| 45| 4.06|  M0|                 |
2906|          | 07| 34|03.2|  -| 22| 17| 46| 4.45|  F6|                 |
2922|          | 07| 35|22.8|  -| 28| 22| 10| 4.64|  B8|                 |
2930| 71Omi Gem| 07| 39|09.9|  +| 34| 35| 03| 4.90|  F3|           Jishui|
2934|          | 07| 35|39.7|  -| 52| 32| 02| 4.94|  K3|                 |
2937|          | 07| 37|22.1|  -| 34| 58| 07| 4.53|  B8|                 |
2943| 10Alp CMi| 07| 39|18.1|  +| 05| 13| 30| 0.38|  F5|          Procyon|
2944|          | 07| 38|18.0|  -| 25| 21| 53| 4.70|  B8|                 |
2946| 24    Lyn| 07| 43|00.4|  +| 58| 42| 37| 4.99|  A3|                 |
2948|          | 07| 38|49.3|  -| 26| 48| 06| 4.50|  B6|                 |
2949|          | 07| 38|49.8|  -| 26| 48| 13| 4.62|  B5|                 |
2959|          | 07| 40|23.2|  -| 15| 15| 49| 4.94|  K3|                 |
2961|          | 07| 39|27.4|  -| 38| 18| 30| 4.84|  B2|                 |
2970| 26Alp Mon| 07| 41|14.8|  -| 09| 33| 04| 3.93|  K0|                 |
2973| 75Sig Gem| 07| 43|18.7|  +| 28| 53| 01| 4.28|  K1|                 |
2985| 77Kap Gem| 07| 44|26.8|  +| 24| 23| 53| 3.57|  G8|                 |
2990| 78Bet Gem| 07| 45|18.9|  +| 28| 01| 34| 1.14|  K0|           Pollux|
2993|  1    Pup| 07| 43|32.4|  -| 28| 24| 40| 4.59|  K3|                 |
2996|  3    Pup| 07| 43|48.5|  -| 28| 57| 17| 3.96|  A2|                 |
3003| 81    Gem| 07| 46|07.4|  +| 18| 30| 36| 4.88|  K4|                 |
3017|          | 07| 45|15.3|  -| 37| 58| 07| 3.61|  K2|                 |
3024|   Zet Vol| 07| 41|49.2|  -| 72| 36| 22| 3.95|  K0|                 |
3034|   Omi Pup| 07| 48|05.2|  -| 25| 56| 14| 4.50|  B0|                 |
3045|  7Xi  Pup| 07| 49|17.7|  -| 24| 51| 35| 3.34|  G6|           Azmidi|
3046|          | 07| 48|20.3|  -| 47| 04| 40| 4.71|  K0|                 |
3055|          | 07| 49|14.3|  -| 46| 22| 24| 4.11|  B0|                 |
3067| 83Phi Gem| 07| 53|29.8|  +| 26| 45| 57| 4.97|  A3|                 |
3080|          | 07| 52|13.0|  -| 40| 34| 33| 3.73|  K1|                 |
3084|          | 07| 52|38.7|  -| 38| 51| 47| 4.49|  B2|                 |
3089|          | 07| 53|03.7|  -| 49| 36| 47| 4.63|  B1|                 |
3090|          | 07| 53|18.2|  -| 48| 06| 11| 4.24|  B0|                 |
3102| 11    Pup| 07| 56|51.5|  -| 22| 52| 48| 4.20|  F7|                 |
3113|          | 07| 57|40.1|  -| 30| 20| 05| 4.79|  A2|                 |
3117|   Chi Car| 07| 56|46.7|  -| 52| 58| 56| 3.47|  B3|                 |
3122| 27    Mon| 07| 59|44.1|  -| 03| 40| 47| 4.93|  K2|                 |
3129|          | 07| 58|14.4|  -| 49| 14| 42| 4.41|  B1|                 |
3131|          | 07| 59|52.0|  -| 18| 23| 57| 4.61|  A2|                 |
3141| 28    Mon| 08| 01|13.3|  -| 01| 23| 33| 4.68|  K4|                 |
3145|          | 08| 02|15.9|  +| 02| 20| 04| 4.39|  K2|                 |
3149|   Chi Gem| 08| 03|31.1|  +| 27| 47| 39| 4.94|  K1|                 |
3159|          | 08| 00|20.0|  -| 63| 34| 03| 4.82|  B3|                 |
3165|   Zet Pup| 08| 03|35.1|  -| 40| 00| 12| 2.25|  O5|             Naos|
3173| 27    Lyn| 08| 08|27.4|  +| 51| 30| 24| 4.84|  A2|                 |
3185| 15Rho Pup| 08| 07|32.6|  -| 24| 18| 15| 2.81|  F6|           Tureis|
3188| 29Zet Mon| 08| 08|35.6|  -| 02| 59| 02| 4.34|  G2|                 |
3192| 16    Pup| 08| 09|01.6|  -| 19| 14| 42| 4.40|  B5|                 |
3206|   Gam1Vel| 08| 09|29.3|  -| 47| 20| 45| 4.27|  B1|                 |
3207|   Gam2Vel| 08| 09|32.0|  -| 47| 20| 12| 1.78|  WC|                 |
3211| 19    Pup| 08| 11|16.3|  -| 12| 55| 37| 4.72|  G9|                 |
3220|          | 08| 09|00.7|  -| 61| 18| 09| 4.76|  F5|                 |
3223|   Eps Vol| 08| 07|55.8|  -| 68| 37| 02| 4.35|  B6|                 |
3225|          | 08| 11|21.5|  -| 39| 37| 07| 4.45|  K3|                 |
3226|          | 08| 11|25.9|  -| 42| 59| 14| 4.75|  A5|                 |
3229| 20    Pup| 08| 13|20.0|  -| 15| 47| 18| 4.99|  G5|                 |
3237|          | 08| 13|29.6|  -| 35| 53| 59| 4.78|  B1|                 |
3243|          | 08| 14|02.9|  -| 40| 20| 53| 4.44|  K1|                 |
3249| 17Bet Cnc| 08| 16|30.9|  +| 09| 11| 08| 3.52|  K4|             Tarf|
3270|          | 08| 18|33.3|  -| 36| 39| 34| 4.45|  A7|                 |
3275| 31    Lyn| 08| 22|50.1|  +| 43| 11| 17| 4.25|  K4|       Alsciaukat|
3282|          | 08| 21|23.0|  -| 33| 03| 16| 4.83|  K2|                 |
3294|          | 08| 22|31.6|  -| 48| 29| 25| 4.82|  B1|                 |
3307|   Eps Car| 08| 22|30.8|  -| 59| 30| 35| 1.86|  K3|            Avior|
3314|          | 08| 25|39.6|  -| 03| 54| 23| 3.90|  A0|                 |
3318|   Alp Cha| 08| 18|31.6|  -| 76| 55| 11| 4.07|  F5|                 |
3323|  1Omi UMa| 08| 30|15.9|  +| 60| 43| 05| 3.36|  G5|          Muscida|
3340|   The Cha| 08| 20|38.5|  -| 77| 29| 04| 4.35|  K2|                 |
3347|   Bet Vol| 08| 25|44.2|  -| 66| 08| 13| 3.77|  K1|                 |
3359|          | 08| 29|27.6|  -| 44| 43| 30| 4.99|  B2|                 |
3403|  4Pi 2UMa| 08| 40|12.8|  +| 64| 19| 40| 4.60|  K1|                 |
3410|  4Del Hya| 08| 37|39.4|  +| 05| 42| 13| 4.16|  A1|                 |
3414|          | 08| 35|19.6|  -| 58| 00| 33| 4.86|  K0|                 |
3418|  5Sig Hya| 08| 38|45.4|  +| 03| 20| 29| 4.44|  K1|          Minchir|
3426|          | 08| 37|38.7|  -| 42| 59| 21| 4.14|  A6|                 |
3431|  6    Hya| 08| 40|01.5|  -| 12| 28| 31| 4.98|  K4|                 |
3433|   Zet Pyx| 08| 39|42.5|  -| 29| 33| 40| 4.89|  G4|                 |
3438|   Bet Pyx| 08| 40|06.2|  -| 35| 18| 30| 3.97|  G7|                 |
3441|  9    Hya| 08| 41|43.3|  -| 15| 56| 36| 4.88|  G9|                 |
3445|          | 08| 40|37.6|  -| 46| 38| 56| 3.84|  F3|                 |
3447|          | 08| 40|17.6|  -| 52| 55| 19| 3.62|  B3|                 |
3449| 43Gam Cnc| 08| 43|17.1|  +| 21| 28| 07| 4.66|  A1| Asellus_Borealis|
3452|          | 08| 41|13.1|  -| 47| 19| 01| 4.77|  A5|                 |
3454|  7Eta Hya| 08| 43|13.5|  +| 03| 23| 55| 4.30|  B3|                 |
3457|          | 08| 40|37.0|  -| 59| 45| 40| 4.33|  B1|                 |
3459|          | 08| 43|40.4|  -| 07| 14| 01| 4.62|  G1|                 |
3461| 47Del Cnc| 08| 44|41.1|  +| 18| 09| 15| 3.94|  K0|Asellus_Australis|
3467|          | 08| 42|25.5|  -| 53| 06| 50| 4.86|  B3|                 |
3468|   Alp Pyx| 08| 43|35.5|  -| 33| 11| 11| 3.68|  B1|                 |
3475| 48Iot Cnc| 08| 46|41.8|  +| 28| 45| 36| 4.02|  G7|                 |
3477|          | 08| 44|24.0|  -| 42| 38| 57| 4.07|  G5|                 |
3482| 11Eps Hya| 08| 46|46.6|  +| 06| 25| 08| 3.38|  G5|         Ashlesha|
3484| 12    Hya| 08| 46|22.5|  -| 13| 32| 52| 4.32|  G8|                 |
3485|   Del Vel| 08| 44|42.2|  -| 54| 42| 30| 1.96|  A1|        Alsephina|
3487|          | 08| 46|01.7|  -| 46| 02| 30| 3.91|  A1|                 |
3492| 13Rho Hya| 08| 48|26.0|  +| 05| 50| 16| 4.36|  A0|                 |
3498|          | 08| 46|42.5|  -| 56| 46| 11| 4.49|  B3|                 |
3518|   Gam Pyx| 08| 50|31.9|  -| 27| 42| 36| 4.01|  K3|                 |
3520|          | 08| 49|47.7|  -| 45| 18| 29| 4.93|  A2|                 |
3547| 16Zet Hya| 08| 55|23.6|  +| 05| 56| 44| 3.11|  G9|                 |
3556|   Del Pyx| 08| 55|31.5|  -| 27| 40| 55| 4.89|  A3|                 |
3569|  9Iot UMa| 08| 59|12.4|  +| 48| 02| 30| 3.14|  A7|          Talitha|
3571|          | 08| 55|02.8|  -| 60| 38| 41| 3.84|  B8|                 |
